family	strain AcoPra	Frankia alni ACN14a	Frankia sp. QA3	Frankia torreyi ACN1ag	Frankia alni AvcI1	Frankia torreyi CpI1-S	Candidatus Frankia alpina AvVan	Frankia canadensi ARgP5	Candidatus Frankia nodulisporulans AgTrS	Candidatus Frankia alpina AiOr	Candidatus Frankia nodulisporulans AgUmASt1	Candidatus Frankia nodulisporulans AgUmASH1	Frankia casuarinae CcI3	Frankia casuarinae CcI6	Frankia casuarinae Thr	Frankia casuarinae CeD	Frankia casuarinae Allo2	Frankia casuarinae BR	Frankia casuarinae KB5	Candidatus Frankia californiensis Dg2	Candidatus Frankia datiscae Dg1	Frankia coriaria BMG5.1	Frankia meridionalis Cppng1	Frankia sp. EAN1pec	Frankia sp. EUN1f	Frankia discariae BCU110501	Frankia elaeagni BMG5.12	Frankia irregularis G2	Frankia soli NRRL B-16219	Frankia inefficax EuI1c	Frankia saprophytica CN3	Frankia sp. DC12	Frankia asymbiotica M16386
33_frankia_FAM001485	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
33_frankia_FAM001487	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001501	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
33_frankia_FAM001517	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
33_frankia_FAM001520	3	5	4	3	3	3	1	4	3	3	3	3	4	5	5	4	5	4	10	3	0	4	3	4	2	7	2	2	4	2	3	2	5
33_frankia_FAM001521	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	2	0	0	0	2	1	0	0	0	2	0	5	0	1
33_frankia_FAM001522	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	4	0	1	0	1	2	0	1	0	3	0
33_frankia_FAM001523	3	1	4	4	1	4	3	4	0	3	0	0	2	2	2	1	2	2	2	7	2	4	8	1	3	0	5	2	3	1	0	2	1
33_frankia_FAM001524	5	1	5	2	1	4	0	0	1	0	1	1	5	6	4	2	5	5	0	25	0	1	1	4	2	7	3	2	8	0	11	0	3
33_frankia_FAM001525	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	4	2	2	2	2	2	2	2
33_frankia_FAM001526	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1
33_frankia_FAM001527	2	1	2	2	1	2	2	2	0	2	0	0	1	1	1	1	1	1	1	1	1	2	1	0	0	0	0	0	1	0	0	1	0
33_frankia_FAM001528	2	1	2	2	1	2	2	2	0	2	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0
33_frankia_FAM001529	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	3	0	0	0	0	0	0	0	1	1	0
33_frankia_FAM001530	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1
33_frankia_FAM001531	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
33_frankia_FAM001532	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	2	1	2	2	2	1	1
33_frankia_FAM001533	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1
33_frankia_FAM001535	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
33_frankia_FAM001536	18	11	8	14	18	18	1	14	4	0	3	2	3	3	3	2	3	2	3	4	1	8	22	14	16	37	29	12	13	11	6	0	12
33_frankia_FAM001537	3	5	10	4	5	3	0	5	2	1	2	2	2	2	2	2	2	2	2	6	4	5	1	3	5	3	1	2	2	3	2	2	3
33_frankia_FAM001538	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
33_frankia_FAM001539	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001540	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001541	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1
33_frankia_FAM001542	1	1	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	2	3	1	1
33_frankia_FAM001543	2	3	3	3	3	3	1	3	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	3	3	3	3	3	3	4	3	3	4
33_frankia_FAM001544	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001545	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001546	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1
33_frankia_FAM001547	1	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1
33_frankia_FAM001548	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
33_frankia_FAM001549	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
33_frankia_FAM001550	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2
33_frankia_FAM001551	2	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	4	1	4	3	2	2
33_frankia_FAM001552	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001554	2	2	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	0	1	2	1	1	1	1
33_frankia_FAM001555	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001556	2	2	1	0	2	0	0	0	2	0	2	2	1	1	1	1	1	1	1	5	0	0	2	0	0	2	1	0	1	2	0	0	0
33_frankia_FAM001557	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0
33_frankia_FAM001558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001559	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
33_frankia_FAM001560	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001561	1	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	0	0	1	2	1	2	1	1	2	1	2	1	2
33_frankia_FAM001562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	2	1	2	1	2	2	1	1	1	1
33_frankia_FAM001563	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001567	3	3	4	4	3	4	3	3	3	3	2	2	3	3	3	2	3	3	1	2	2	3	2	2	2	2	2	2	2	2	2	2	2
33_frankia_FAM001568	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	0	2	2	2	1	1	1	1	2	1	1	1	1	1	2	3	1	3
33_frankia_FAM001569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001570	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2
33_frankia_FAM001571	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001573	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001575	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	1	1	1	1	1
33_frankia_FAM001576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001577	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	0	1	1	1	1	1	1	1	1	0
33_frankia_FAM001578	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1
33_frankia_FAM001579	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0
33_frankia_FAM001580	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1
33_frankia_FAM001581	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001582	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001584	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1
33_frankia_FAM001585	1	1	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	2	2	2	2
33_frankia_FAM001586	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1
33_frankia_FAM001588	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	2	2	2	1	2	1
33_frankia_FAM001589	1	2	2	2	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	2	1	2	2	2	1
33_frankia_FAM001590	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1
33_frankia_FAM001591	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	2	1	2	2	2	1
33_frankia_FAM001592	1	2	1	2	2	2	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	2	1	2	2	2	1
33_frankia_FAM001593	2	2	2	2	1	2	0	2	2	1	1	1	2	2	2	2	2	2	2	0	0	0	2	2	2	2	2	2	2	4	4	3	3
33_frankia_FAM001594	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001595	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1
33_frankia_FAM001596	1	1	1	1	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	1	1
33_frankia_FAM001597	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	5	1	3
33_frankia_FAM001598	2	1	1	1	1	1	0	0	2	1	2	2	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	2	0	1
33_frankia_FAM001599	2	1	0	1	1	2	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	2	0	0	2	0	0	2	0	1
33_frankia_FAM001600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1
33_frankia_FAM001601	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	2	2	2	0	2	2	2	1	1	3	3	3	2	3
33_frankia_FAM001602	2	1	0	1	1	1	0	1	2	1	2	2	0	0	0	0	0	0	0	0	3	2	0	2	2	3	1	1	3	5	4	4	4
33_frankia_FAM001603	2	2	1	2	2	2	1	2	1	2	1	1	1	1	1	2	1	1	2	0	2	1	1	2	1	2	2	2	2	2	3	2	2
33_frankia_FAM001604	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001605	3	3	3	3	3	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	1	3	5	3	4	3	3	2	2	2	2
33_frankia_FAM001606	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	1	2
33_frankia_FAM001608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0
33_frankia_FAM001609	2	2	2	2	2	2	2	1	2	1	2	2	1	1	1	2	1	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001610	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM001611	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001612	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001614	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0
33_frankia_FAM001615	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001616	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	2	0	1	0	0	1	0	0	0	0	0
33_frankia_FAM001617	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0
33_frankia_FAM001618	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0
33_frankia_FAM001619	2	3	3	3	4	3	1	3	2	3	1	1	2	2	2	2	1	2	2	3	2	3	2	2	3	1	1	2	2	1	1	2	1
33_frankia_FAM001620	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	2	0	1	0	0	1	0	0	0	0	0
33_frankia_FAM001621	1	0	1	0	1	0	0	0	0	0	0	0	2	2	2	2	2	1	2	0	1	0	1	0	1	0	0	1	0	0	0	0	0
33_frankia_FAM001622	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1	0	0	0	0	2	1	1	1	1	2	1	1	1	1
33_frankia_FAM001623	2	1	1	1	1	1	0	2	2	1	1	1	1	1	1	1	1	0	1	0	0	0	0	2	1	1	1	1	2	2	1	2	3
33_frankia_FAM001624	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	2	1	1	1	1	2	1	1	1	1
33_frankia_FAM001625	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	0	1	1	1	2	2	2	2	2	2	1	2	1	2
33_frankia_FAM001626	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM001627	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM001628	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	2
33_frankia_FAM001629	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1
33_frankia_FAM001630	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1
33_frankia_FAM001631	2	2	2	3	2	2	1	2	2	2	2	2	2	2	2	2	2	1	3	1	1	2	1	2	2	2	2	2	2	2	2	3	3
33_frankia_FAM001632	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001633	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1
33_frankia_FAM001634	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1
33_frankia_FAM001635	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001636	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001637	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0
33_frankia_FAM001638	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	0	0	1	2	2	2	2	1	2	2	0	0	0	0
33_frankia_FAM001640	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1
33_frankia_FAM001641	2	2	1	2	3	2	0	3	0	0	0	0	2	2	2	2	2	2	2	0	1	1	0	2	2	2	2	2	2	1	0	1	1
33_frankia_FAM001642	3	3	2	3	3	3	0	4	1	0	1	1	2	2	2	2	2	2	2	2	2	2	0	3	3	2	2	3	1	2	0	1	2
33_frankia_FAM001643	2	3	4	3	3	3	2	3	2	2	2	2	3	3	3	3	3	3	3	3	4	3	1	3	3	3	3	3	3	2	2	2	2
33_frankia_FAM001644	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	2	0	0	0	0
33_frankia_FAM001645	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	2	1	1
33_frankia_FAM001646	1	1	1	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	2	2	1	2	2	1	1	1	1
33_frankia_FAM001648	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1
33_frankia_FAM001649	1	1	2	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	2	3	1	1	2	1	0	1	0	1
33_frankia_FAM001650	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0
33_frankia_FAM001651	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1
33_frankia_FAM001652	1	2	2	1	2	1	1	2	1	2	0	0	2	2	2	2	2	2	1	0	0	0	0	2	2	2	2	2	2	1	2	0	1
33_frankia_FAM001653	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001654	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001655	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	2	1	1
33_frankia_FAM001656	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
33_frankia_FAM001657	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
33_frankia_FAM001658	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1
33_frankia_FAM001659	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	2	2	1	1	0	1	0	1	1	1	1	1	1
33_frankia_FAM001660	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001661	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	2	1	1
33_frankia_FAM001662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001663	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001665	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001666	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0
33_frankia_FAM001667	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001668	4	6	8	6	6	6	2	3	2	3	2	2	1	1	1	1	1	1	1	3	3	4	3	6	5	4	1	3	4	3	3	1	3
33_frankia_FAM001669	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1
33_frankia_FAM001670	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001671	1	2	2	1	2	2	1	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	1
33_frankia_FAM001673	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	2	1	2
33_frankia_FAM001674	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	3	1	2	3	2	3	3	2	3
33_frankia_FAM001675	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1
33_frankia_FAM001676	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1
33_frankia_FAM001677	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1
33_frankia_FAM001678	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001679	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	0	1	1	0	1	2	4	3	1	2	1	5	0	1
33_frankia_FAM001680	1	1	1	1	1	1	1	2	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	2	3	2	2	3	2	1	1	1	1
33_frankia_FAM001681	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0
33_frankia_FAM001682	1	2	2	2	2	2	1	3	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	3	2	1	3	2	3	2	2	2	4
33_frankia_FAM001683	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
33_frankia_FAM001684	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001685	1	1	2	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1	2
33_frankia_FAM001686	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
33_frankia_FAM001687	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
33_frankia_FAM001688	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM001689	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	4	1	1	2	2	1	1	1
33_frankia_FAM001690	1	1	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	2	1
33_frankia_FAM001691	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001692	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
33_frankia_FAM001693	3	4	3	3	3	3	1	3	3	1	3	3	4	4	4	4	4	4	4	2	2	1	4	4	1	3	4	5	4	7	5	4	5
33_frankia_FAM001694	3	2	2	3	3	3	0	0	2	1	2	2	2	2	2	2	2	2	2	0	1	2	3	1	2	1	1	2	1	3	2	3	1
33_frankia_FAM001695	1	2	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	2	1	2	1	1	2	1	1	1	1	1
33_frankia_FAM001696	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM001697	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
